UIN,event_name,event_topic,event_keywords,event_type,event_role,event_start_date,event_end_date,event_other_participants,other_participants_role,event_sponsor,event_location,event_city,event_country,event_link,event_processed_timestamp,event_inserted_timestamp,event_updated_timestamp,event_processed_date,event_inserted_date,event_updated_date,event_delete_flag_timestamp,event_processed_date timestamp,event_inserted_date timestamp
GJ010523,2025 International Diabetes Summit,Patient centric approach to glycemic control with basal insulin,Insulin,Summit,Speaker,2025-03-07,2025-03-09,,,International Diabetes Federation,JW Marriott,Pune,India,https://cdiacademy.org.in/wp-content/uploads/2025/02/CDI-IDS-2025-Scientific-Program_Final_ver2.pdf,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2021 Webinar on Implications of diabetes on the Human Heart,Implications of diabetes on the Human Heart,Heart Disease,Webinar,Speaker,2021-10-06,2021-10-06,"Umash Khana, Anuj Maheshwari",Speaker,Medical Dialogues,,,,https://medicaldialogues.in/mdtv/diabetes-endocrinology/webinars/the-diabetic-heart-82823,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2025 International Diabetes Federation World Diabetes Congress,Heterogeneity of T1D,Diabetes,Congress,Chair,2025-04-07,2025-04-10,,,International Diabetes Federation,Bangkok International Trade & Exhibition Center,Bangkok,Thailand,https://conference.idf.org/cmportal/searchable/BA2025/config/normal#!sessiondetails/0000039700_0,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2025 International Diabetes Federation World Diabetes Congress,Panel Discussion,Diabetes,Congress,Panellist,2025-04-07,2025-04-10,,,International Diabetes Federation,Bangkok International Trade & Exhibition Center,Bangkok,Thailand,https://conference.idf.org/cmportal/searchable/BA2025/config/normal#!sessiondetails/0000039700_0,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2025 International Diabetes Federation World Diabetes Congress,Utilization of diabetes technology in resource-limited countries,Diabetes,Congress,Speaker,2025-04-07,2025-04-10,,,International Diabetes Federation,Bangkok International Trade & Exhibition Center,Bangkok,Thailand,https://conference.idf.org/cmportal/searchable/BA2025/config/normal#!sessiondetails/0000039700_0,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2025 International Diabetes Federation World Diabetes Congress,Fixed-Dose Glargine and Lixisenatide: A Practical Option to Minimize Hypoglycemia and Weight Gain in Type 2 Diabetes,Diabetes,Congress,Poster Co-Author,2025-04-07,2025-04-10,"S Samrat Samajdar, Sr Joshi, S Mukherjee, J Pal",Poster Co-Author,International Diabetes Federation,Bangkok International Trade & Exhibition Center,Bangkok,Thailand,https://conference.idf.org/cmportal/searchable/BA2025/config/normal#!sessiondetails/0000039700_0,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010523,2025 International Diabetes Federation World Diabetes Congress,Subclassification of Type 2 Diabetes in Drug-Naive Patients and its impact on remission post lifestyle intervention,Diabetes,Congress,Poster Co-Author,2025-04-07,2025-04-10,"P Tripathi, A Vyawahare, N Kadam, D Tiwari, B Sharma, T Kathrikolly, M Ganla",Poster Co-Author,International Diabetes Federation,Bangkok International Trade & Exhibition Center,Bangkok,Thailand,https://conference.idf.org/cmportal/searchable/BA2025/config/normal#!sessiondetails/0000039700_0,10:27,10:27,,2025-05-07,2025-05-07,,,2025-05-07 10:27:27,2025-05-07 10:27:27
GJ010631,2024 Indian Thyroid Society Annual Conference,Goiter and Iodination in Sri Lanka,Thyroid,Conference,Speaker,2024-08-09,2024-08-11,,,Indian Thyroid Society,Holiday Inn Lucknow,Lucknow,India,https://itscon2024.com/pdf/Programme.pdf,9:46,9:46,,2025-04-24,2025-04-24,,,2025-04-24 09:46:06,2025-04-24 09:46:06
GJ010631,2023 Annual National Conference of the Association of Physicians of India,Discussion on Insulin,Insulin,Conference,Faculty,2023-01-26,2023-01-29,,,Association of Physicians of India,,Mumbai,India,https://journal-api.s3.ap-south-1.amazonaws.com/issues/January2023.pdf,9:46,9:46,,2025-04-24,2025-04-24,,,2025-04-24 09:46:06,2025-04-24 09:46:06
GJ011462,2023 India Live Cardiology Conference,Hemodynamic Support and CHIP,Cardiology,Conference,Speaker,2023-03-15,2023-03-18,"Ramesh B, Ashish Sapre, Asif Hasan, Gaurav Chaudhary, Harsha Perla, Kishore K S, Animesh Mishra, Bhupesh Shah, Tejvir Grewal",Speaker,,Hotel ITC Grand Chola,Chennai,India,https://promeetings.live/Indialive2023/index5.php#tg-schedule,10:15,10:15,,2025-04-17,2025-04-17,,,2025-04-17 10:15:26,2025-04-17 10:15:26
GJ011462,2023 India Live Cardiology Conference,OPCI @ India Live,Percutaneous Coronary Intervention,Conference,Chair,2023-03-15,2023-03-18,"Kamal Sharma, K Sarat Chandra, M V Reddy",Chair,,Hotel ITC Grand Chola,Chennai,India,https://promeetings.live/Indialive2023/index5.php#tg-schedule,10:15,10:15,,2025-04-17,2025-04-17,,,2025-04-17 10:15:26,2025-04-17 10:15:26
GJ012279,2021 National Cardiology PG Course,Short Case Presentation,Cardiology,Meeting,Speaker,2021-07-18,2021-07-18,,,National Board of Examinations in Medical Sciences,,San Francisco,United States,http://efaidnbmnnnibpcajpcglclefindmkaj/https://indiaactcardiology.com/EMAILER/NationalCardiologyPgCourses18July.pdf,18:27,18:27,,2025-04-18,2025-04-18,,,2025-04-18 18:27:36,2025-04-18 18:27:36
GJ015468,2025 World Health Day,Discussion on Expert Advice on Healthy Beginnings for a Bright Future,Health Care,Webinar,Speaker,2025-04-07,2025-04-07,,,World Health Organization,,,,https://firstindia.co.in/news/press-releases/world-health-day-2025-expert-advice-on-healthy-beginnings-for-a-bright-future,17:11,17:11,,2025-04-18,2025-04-18,,,2025-04-18 17:11:17,2025-04-18 17:11:17
GJ015468,2024 World Health Day,Experts Advice to Take Care of Your Heart,Heart Disease,Webinar,Speaker,2024-09-27,2024-09-27,,,World Health Organization,,,,https://www.birminghamallnewsnetwork.com/news/world-heart-day-experts-advice-to-take-care-of-your-heart20240927185829/#,17:11,17:11,,2025-04-18,2025-04-18,,,2025-04-18 17:11:17,2025-04-18 17:11:17
GJ015468,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Discussion on Cardiology,Cardiology,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,17:11,17:11,,2025-04-18,2025-04-18,,,2025-04-18 17:11:17,2025-04-18 17:11:17
GJ015468,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Laser – ELCA,Chronic Total Occlusion,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,17:11,17:11,,2025-04-18,2025-04-18,,,2025-04-18 17:11:17,2025-04-18 17:11:17
GJ015469,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,PCI in STEMI Presenting 12-48 Hours of Symptom Based On TC-99M Sestamibi Spect Study (6 + 2 min),Percutaneous Coronary Intervention,Conference,Speaker,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,9:33,9:33,,2025-05-05,2025-05-05,,,2025-05-05 09:33:57,2025-05-05 09:33:57
GJ015937,2023 Interventional Conference on Women Cardiac Care,From The Maestro,Cardiology,CME,Panellist,2023-03-04,2023-03-05,,,Abbott,The Marriott,Indore,India,https://wincarsassociation.com/public/front/pdf/wcc-agenda-2023.pdf,9:37,9:37,,2025-04-24,2025-04-24,,,2025-04-24 09:37:46,2025-04-24 09:37:46
GJ017903,2024 Indian Society of Heart and Lung Transplants Annual National Conference,Discussion on Cardiology,Cardiology,Conference,Speaker,2024-10-18,2024-10-20,,,Indian Society of Heart and Lung Transplants,,Ahmedabad,India,https://www.iacts.org/sites/default/files/inshlt2024_programm_brochure_-_rev_8_cmyk_file_june_28_2024.pdf,11:29,11:29,,2025-04-17,2025-04-17,,,2025-04-17 11:29:10,2025-04-17 11:29:10
GJ019327,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Post op scar related flutter in ACHD,Cardiology,Conference,Speaker,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,10:21,10:21,,2025-04-16,2025-04-16,,,2025-04-16 10:21:40,2025-04-16 10:21:40
GJ019327,2024 Annual Conference of Indian Heart Rhythm Society,35 yr old gentleman with H/O LOC and early repolarization pattern on ECG: My approach,Heart Disease,Conference,Speaker,2024-11-15,2024-11-17,,,Indian Heart Rhythm Society,Novotel Hotel,Kolkata,India,https://ihrscon2024.com/assets/img/scientific-program.pdf,10:21,10:21,,2025-04-16,2025-04-16,,,2025-04-16 10:21:40,2025-04-16 10:21:40
GJ019327,2024 Annual Conference of Indian Heart Rhythm Society,Atrial tachycardia in post PVI,Heart Disease,Conference,Chair,2024-11-15,2024-11-17,,,Indian Heart Rhythm Society,Novotel Hotel,Kolkata,India,https://ihrscon2024.com/assets/img/scientific-program.pdf,10:21,10:21,,2025-04-16,2025-04-16,,,2025-04-16 10:21:40,2025-04-16 10:21:40
GJ019327,2024 Annual Conference of Indian Heart Rhythm Society,Rationale of ICD in first 40 days of MI,Cardiovascular Disease,Conference,Chair,2024-11-15,2024-11-17,,,Indian Heart Rhythm Society,Novotel Hotel,Kolkata,India,https://ihrscon2024.com/assets/img/scientific-program.pdf,10:21,10:21,,2025-04-16,2025-04-16,,,2025-04-16 10:21:40,2025-04-16 10:21:40
GJ019327,2024 American College of Cardiology Asia Conference,Electrophysiology,Cardiology,Conference,Speaker,2024-08-16,2024-08-18,"Narayanan Namboodri, Aparna Jaswal",Speaker,"American College of Cardiology, Cardiological Society of India",Pullman New Delhi Aerocity,New Delhi,India,https://www.acc.org/-/media/Non-Clinical/Files-PDFs-Excel-MS-Word-etc/Meetings/2024/Agendas/ACC-Asia-2024-Agenda.pdf,10:21,10:21,,2025-04-16,2025-04-16,,,2025-04-16 10:21:40,2025-04-16 10:21:40
GJ020031,2023 India Valves Conference,Step By Step Ct Analysis Tavi,Transcatheter Aortic Valve Implantation,Conference,Panellist,2023-09-01,2023-09-03,"Rakesh Rai Sapra, Arjun Adnaik, Rohit Mody, Parminder Singh Otaal",Panellist,Heart Valve Foundation of India,JW Marriott Sahar,Mumbai,India,https://promeetings.live/indiavalves/Final%20Programme%20is%20Here%20-%20India%20Valves%202023.pdf,18:54,18:54,,2025-05-06,2025-05-06,,,2025-05-06 18:54:17,2025-05-06 18:54:17
GJ020432,2025 U N Mehta Institute of Cardiology & Research Centre Meeting- April,Hemodynamic Changes During Pregnancy,Cardiology,Meeting,Speaker,2025-04-05,2025-04-26,,,U. N. Mehta Institute of Cardiology & Research Centre,Civil Hospital,Ahmedabad,India,https://www.unmicrc.org/Admin/FilesCMS/GeneralDocument/heart_today_march_2025_english.pdf,10:39,10:39,,2025-05-10,2025-05-10,,,2025-05-10 10:39:27,2025-05-10 10:39:27
GJ023144,2023 International Women's Day Meeting,Predictive significance and diagnostic accuracy of plasma fibrinogen levels for coronary stenting outcomes,Coronary Syndrome,Meeting,Speaker,2023-03-19,2023-03-19,,,U. N. Mehta Institute of Cardiology & Research Centre,U N Mehta Institute of Cardiology & Research Centre,Ahmedabad,India,https://www.unmicrc.org/Admin/FilesCMS/GeneralDocument/heart_today_march_2023_english.pdf,11:34,11:34,,2025-04-25,2025-04-25,,,2025-04-25 11:34:28,2025-04-25 11:34:28
GJ023144,2023 International Women's Day Meeting,Re-Intervention Percutaneous balloon mitral valvuloplasty (PBMV) in a patient with Left Atrial Appendage thrombus: A case report”,Intervention,Meeting,Speaker,2023-03-19,2023-03-19,,,U. N. Mehta Institute of Cardiology & Research Centre,U N Mehta Institute of Cardiology & Research Centre,Ahmedabad,India,https://www.unmicrc.org/Admin/FilesCMS/GeneralDocument/heart_today_march_2023_english.pdf,11:34,11:34,,2025-04-25,2025-04-25,,,2025-04-25 11:34:28,2025-04-25 11:34:28
GJ023144,2023 Interventional Conference on Women Cardiac Care,Back to Basis,Cardiology,Conference,Panellist,2023-03-04,2023-03-05,,,Women In Cardiology And Related Sciences (WINCARS) Association,Indore Marriott Hotel,Indore,India,https://wincarsassociation.com/public/front/pdf/wcc-agenda-2023.pdf,11:34,11:34,,2025-04-25,2025-04-25,,,2025-04-25 11:34:28,2025-04-25 11:34:28
GJ023617,2021 Diabetes Dilemma Meeting,Post COVID 19 Thromboembolic complications,Diabetes,Meeting,Speaker,2021-06-10,2021-06-10,"Rajiv Sethi, Shailaja Kale",Speaker,Orange Diabetes Medical Foundation,,,,https://www.diabetesdilemma.com/past-events.html,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ023617,2020 Webinar on What is Hashimoto's Disease? | What is the best treatment for Hashimoto's Disease?,What is Hashimoto's Disease? | What is the best treatment for Hashimoto's Disease?,Hashimoto's Disease,Webinar,Speaker,2020-10-24,2020-10-24,,,Apollo Hospitals,,Ahmedabad,India,https://www.youtube.com/watch?v=7G16lGMx888,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ023617,2020 Webinar on Diabetic Care during Lockdown period,Diabetic Care during Lockdown period,Diabetes,Webinar,Speaker,2020-04-27,2020-04-27,,,Apollo Hospitals,,Ahmedabad,India,https://www.youtube.com/watch?app=desktop&v=wRBobVAs6A4,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ023617,2024 Obesity India Annual Conference,Nutritional Management after Bariatric Surgery,Nutrition,Conference,Co-Chair,2024-12-13,2024-12-15,Rucha Mehta,Chair,All India Association for Advancing Research in Obesity,Hyatt Regency,Ahmedabad,India,https://www.facebook.com/photo.php?fbid=122124455498551164&id=61566534936049&set=a.122124455690551164,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ023617,2021 Annual Virtual Conference of Dia care,Discussion on Diabetology,Diabetes,Conference,Speaker,2021-10-02,2021-10-03,,,"Dia Care, Diabetes Care and Hormone Clinic",,,,https://www.facebook.com/diacareindia/videos/398086158494997/,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ023617,2020 Webinar on Diabetes Management During COVID - 19,Diabetes Management During COVID - 19,Diabetes,Webinar,Speaker,2020-09-17,2020-09-17,,,De Diabetes India,,,,https://www.youtube.com/watch?app=desktop&v=0NRMLBCgspI,15:13,15:13,,2025-05-05,2025-05-05,,,2025-05-05 15:13:52,2025-05-05 15:13:52
GJ025160,"2024 National Conference on Cardiology, Diabetology, ECG, Echo & Critical Care",How imaging has changed my decision during interventions ?,Intervention,Conference,Chair,2024-10-26,2024-10-27,"Mohit Jain, Rajeev Madan",Chair,,Kushabhau Thakre International Convention Center,Bhopal,India,https://cdeecon.com/Scientific%20Programme%20CD%202024.pdf,18:03,18:03,,2025-04-18,2025-04-18,,,2025-04-18 18:03:54,2025-04-18 18:03:54
GJ034782,2025 World Congress of Diabetes,Plenary Session,Diabetes,Congress,Session In-Charge,2025-02-13,2025-02-16,,,Diabetes in Asia Study Group (DASG),Forum Convention & Celebration Centre,Ahmedabad,India,https://2025.diabetesindia.org.in/wp-content/uploads/2025/02/DiabetesIndia-2025-Agenda_17PM.pdf,17:30,17:30,,2025-05-07,2025-05-07,,,2025-05-07 17:30:46,2025-05-07 17:30:46
GJ034782,2024 National Conference of Pregnancy Study Group for Diabetes,Panel Discussion: Diagnosis of Hyperglycemia in Pregnancy,Diabetes,Conference,Chair,2024-11-30,2024-12-01,,,Aurangabad Diabetologists’ Association,Welcomehotel By ITC Hotels,Aurangabad,India,https://diaconnactpsg.com/scientific-programme/,17:30,17:30,,2025-05-07,2025-05-07,,,2025-05-07 17:30:46,2025-05-07 17:30:46
GJ034782,2021 Annual Conference of the Research Society for the Study of Diabetes in India,Diabetes Care,Diabetes,Conference,Chair,2021-11-11,2021-11-14,,,Research Society for the Study of Diabetes in India,,,,https://www.rssdi.in/newwebsite/pdfdata/RSSDI2021-Scientific-Program-Agenda-09112021.pdf,17:30,17:30,,2025-05-07,2025-05-07,,,2025-05-07 17:30:46,2025-05-07 17:30:46
HR002125,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Discussion on Cardiology,Cardiology,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,10:17,10:17,,2025-05-09,2025-05-09,,,2025-05-09 10:17:22,2025-05-09 10:17:22
HR002125,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Cardiogenic Shock,Chronic Total Occlusion,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,10:17,10:17,,2025-05-09,2025-05-09,,,2025-05-09 10:17:22,2025-05-09 10:17:22
HR002125,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Innovations In PCI- Who Showed Most Innovative And New Technique? - 1,Percutaneous Coronary Intervention,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,10:17,10:17,,2025-05-09,2025-05-09,,,2025-05-09 10:17:22,2025-05-09 10:17:22
HR002125,2024 Complex Cardiovascular Therapeutics Program,Discussion on Cardiovascular,Cardiovascular Disease,Conference,Speaker,2024-10-24,2024-10-26,,,Complex Cardiovascular Therapeutics,Portopia Hotel,Kobe,Japan,https://cct.gr.jp/2024/pdf/CCT2024_Final.pdf,10:17,10:17,,2025-05-09,2025-05-09,,,2025-05-09 10:17:22,2025-05-09 10:17:22
HR002769,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Discussion on Cardiology,Cardiology,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,13:28,13:28,,2025-04-28,2025-04-28,,,2025-04-28 13:28:03,2025-04-28 13:28:03
HR002769,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,CTO -PCI- Who Did The Jail Breaking Task Best? - 3,Percutaneous Coronary Intervention,Conference,Speaker,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,13:28,13:28,,2025-04-28,2025-04-28,,,2025-04-28 13:28:03,2025-04-28 13:28:03
HR002769,2023 Cardiological Society of India - National Interventional Council (CSINIC) Mid Term Meeting,Interventional Management of Hypertension,Hypertension,Meeting,Panellist,2023-06-29,2023-07-02,,,Cardiological Society of India,Hyderabad International Convention Centre Novotel,Hyderabad,India,https://www.csi.org.in/frontend/assets/assets/16th%20June%202023%20-%20CSI%20NIC%202023%20-%20Scientific%20Program.pdf,13:28,13:28,,2025-04-28,2025-04-28,,,2025-04-28 13:28:03,2025-04-28 13:28:03
HR002769,2025 India Live Cardiology Conference of Interventional Cardiology Foundation of India,The Impact of Imaging,Interventional Cardiology,Conference,Panellist,2025-03-20,2025-03-23,,,Interventional Cardiology Foundation of India,Jio World Convention Centre,Mumbai,India,https://indialiveintcardiology.com/Brochure/Scientific_Agenda_India_Live_2025.pdf,13:28,13:28,,2025-04-28,2025-04-28,,,2025-04-28 13:28:03,2025-04-28 13:28:03
